accuracy,loss,val_accuracy,val_loss,learning_rate
0.5768348574638367,0.7334430813789368,0.6551724076271057,0.5969477295875549,0.0010000000474974513
0.6100917458534241,0.6619219183921814,0.681034505367279,0.5560309886932373,0.0010000000474974513
0.6651375889778137,0.6368420124053955,0.6465517282485962,0.5551093816757202,0.0010000000474974513
0.7029816508293152,0.6145125031471252,0.681034505367279,0.5582194328308105,0.0010000000474974513
0.7408257126808167,0.5727907419204712,0.6637930870056152,0.6131568551063538,0.0010000000474974513
0.7786697149276733,0.5161299109458923,0.6896551847457886,0.7132509350776672,0.0010000000474974513
0.78899085521698,0.4697795808315277,0.6724137663841248,0.7329864501953125,0.0010000000474974513
0.8188073635101318,0.441651314496994,0.6637930870056152,0.7758158445358276,0.0010000000474974513
0.8830274939537048,0.3356921374797821,0.7758620977401733,0.8051471710205078,0.0005000000237487257
0.9369266033172607,0.21522554755210876,0.7844827771186829,0.9548080563545227,0.0005000000237487257
0.9655963182449341,0.14568732678890228,0.767241358757019,0.9647256135940552,0.0005000000237487257
0.9678899049758911,0.13522246479988098,0.7241379022598267,1.2255398035049438,0.0005000000237487257
0.9449541568756104,0.18592232465744019,0.7844827771186829,1.0707602500915527,0.0005000000237487257
0.9850917458534241,0.10313692688941956,0.7844827771186829,1.1033135652542114,0.0002500000118743628
0.997706413269043,0.06322328746318817,0.8017241358757019,1.152361273765564,0.0002500000118743628
1.0,0.053945574909448624,0.7931034564971924,1.1699880361557007,0.0002500000118743628
0.9988532066345215,0.049319006502628326,0.7931034564971924,1.2027474641799927,0.0002500000118743628
1.0,0.04656710848212242,0.7931034564971924,1.2306299209594727,0.0002500000118743628
