accuracy,loss,val_accuracy,val_loss,learning_rate
0.5882353186607361,0.11746787279844284,0.8888888955116272,0.1574684977531433,0.0010000000474974513
0.6764705777168274,0.10742837190628052,0.8888888955116272,0.15014952421188354,0.0010000000474974513
0.7647058963775635,0.09380394220352173,0.8888888955116272,0.1420346051454544,0.0010000000474974513
0.8088235259056091,0.08625046163797379,0.8888888955116272,0.13392002880573273,0.0010000000474974513
0.779411792755127,0.07913877815008163,0.8888888955116272,0.12294261902570724,0.0010000000474974513
0.8235294222831726,0.07161998003721237,0.8888888955116272,0.11667251586914062,0.0010000000474974513
0.8088235259056091,0.06372825056314468,0.8888888955116272,0.1113966703414917,0.0010000000474974513
0.8676470518112183,0.054303258657455444,0.8888888955116272,0.10398128628730774,0.0010000000474974513
0.9117646813392639,0.04674280062317848,0.8888888955116272,0.10391020774841309,0.0010000000474974513
0.9558823704719543,0.04354995861649513,0.8888888955116272,0.0778985321521759,0.0010000000474974513
0.9852941036224365,0.03942655771970749,0.8888888955116272,0.08933529257774353,0.0010000000474974513
0.9852941036224365,0.035211220383644104,0.8888888955116272,0.06799831986427307,0.0010000000474974513
1.0,0.032491132616996765,0.8888888955116272,0.06489402055740356,0.0010000000474974513
1.0,0.029497886076569557,0.8888888955116272,0.06638908386230469,0.0010000000474974513
1.0,0.028108229860663414,0.8888888955116272,0.0649973601102829,0.0010000000474974513
