accuracy,loss,val_accuracy,val_loss,learning_rate
0.4852941036224365,0.8663206100463867,0.1111111119389534,1.119686245918274,0.0010000000474974513
0.5735294222831726,0.7864159941673279,0.0,0.7624355554580688,0.0010000000474974513
0.5147058963775635,0.7571336627006531,0.1111111119389534,0.8184682726860046,0.0010000000474974513
0.4852941036224365,0.7897898554801941,0.1111111119389534,0.8544905185699463,0.0010000000474974513
0.45588234066963196,0.7951678037643433,0.1111111119389534,0.8152346014976501,0.0010000000474974513
0.5147058963775635,0.7412238717079163,0.8888888955116272,0.7170725464820862,0.0010000000474974513
0.5735294222831726,0.7674746513366699,0.1111111119389534,0.8518771529197693,0.0010000000474974513
0.5441176295280457,0.7836412787437439,0.7777777910232544,0.7439978718757629,0.0010000000474974513
0.5735294222831726,0.7019111514091492,0.0,0.9131548404693604,0.0010000000474974513
0.5735294222831726,0.7489884495735168,0.2222222238779068,0.8168014883995056,0.0010000000474974513
0.5147058963775635,0.7544153928756714,0.2222222238779068,0.8425582051277161,0.0010000000474974513
0.5735294222831726,0.6945585012435913,0.1111111119389534,0.8213696479797363,0.0005000000237487257
0.6029411554336548,0.7071630358695984,0.2222222238779068,0.816216230392456,0.0005000000237487257
0.5735294222831726,0.7360560894012451,0.3333333432674408,0.8302628397941589,0.0005000000237487257
0.44117647409439087,0.7547399401664734,0.3333333432674408,0.8762776851654053,0.0005000000237487257
0.6029411554336548,0.6959236860275269,0.8888888955116272,0.6670676469802856,0.0005000000237487257
0.5588235259056091,0.6989223957061768,0.3333333432674408,0.8350070714950562,0.0005000000237487257
0.5735294222831726,0.6885934472084045,0.2222222238779068,0.9468469619750977,0.0005000000237487257
0.5441176295280457,0.7152349948883057,0.7777777910232544,0.730337381362915,0.0005000000237487257
0.5441176295280457,0.7350433468818665,0.3333333432674408,0.9056349992752075,0.0005000000237487257
0.5882353186607361,0.6843142509460449,0.7777777910232544,0.75785231590271,0.0005000000237487257
0.6323529481887817,0.6466012597084045,0.3333333432674408,0.8991613388061523,0.0002500000118743628
0.6176470518112183,0.6687923669815063,0.4444444477558136,0.8144723773002625,0.0002500000118743628
0.6029411554336548,0.6793120503425598,0.4444444477558136,0.7989951968193054,0.0002500000118743628
0.5588235259056091,0.6909835338592529,0.4444444477558136,0.8178385496139526,0.0002500000118743628
0.6323529481887817,0.6258851885795593,0.4444444477558136,0.8000247478485107,0.0002500000118743628
0.6323529481887817,0.6458418965339661,0.4444444477558136,0.8342152833938599,0.0001250000059371814
0.6764705777168274,0.6237743496894836,0.4444444477558136,0.8500949740409851,0.0001250000059371814
0.6470588445663452,0.6300858855247498,0.4444444477558136,0.8329835534095764,0.0001250000059371814
0.6470588445663452,0.6452733874320984,0.4444444477558136,0.8718366622924805,0.0001250000059371814
0.6911764740943909,0.6382881999015808,0.4444444477558136,0.8469269275665283,0.0001250000059371814
