accuracy,loss,val_accuracy,val_loss,learning_rate
0.45588234066963196,0.8517946004867554,0.1111111119389534,1.0612152814865112,0.0010000000474974513
0.4852941036224365,0.7973399758338928,0.8888888955116272,0.7110347747802734,0.0010000000474974513
0.5147058963775635,0.751699686050415,0.8888888955116272,0.6837747097015381,0.0010000000474974513
0.4264705777168274,0.7800361514091492,0.1111111119389534,0.766720175743103,0.0010000000474974513
0.529411792755127,0.775783896446228,0.8888888955116272,0.7033023834228516,0.0010000000474974513
0.5147058963775635,0.7246431112289429,0.8888888955116272,0.7003628611564636,0.0010000000474974513
0.4852941036224365,0.7562991976737976,0.1111111119389534,0.8081931471824646,0.0010000000474974513
0.47058823704719543,0.7519749999046326,0.3333333432674408,0.7380720973014832,0.0010000000474974513
0.6176470518112183,0.6887673735618591,0.1111111119389534,0.7512855529785156,0.0005000000237487257
0.5147058963775635,0.7130091786384583,0.8888888955116272,0.7323582172393799,0.0005000000237487257
0.5588235259056091,0.724433422088623,0.1111111119389534,0.7878152132034302,0.0005000000237487257
0.6176470518112183,0.6950498223304749,0.8888888955116272,0.7145547270774841,0.0005000000237487257
0.5147058963775635,0.703946590423584,0.2222222238779068,0.811631441116333,0.0005000000237487257
0.5588235259056091,0.7059642672538757,0.3333333432674408,0.8170638084411621,0.0002500000118743628
0.5735294222831726,0.7193459868431091,0.3333333432674408,0.8265671730041504,0.0002500000118743628
0.5882353186607361,0.668018102645874,0.4444444477558136,0.7977145314216614,0.0002500000118743628
0.5882353186607361,0.6968263387680054,0.3333333432674408,0.8511092066764832,0.0002500000118743628
0.6029411554336548,0.6874082684516907,0.3333333432674408,0.858012318611145,0.0002500000118743628
